booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
537,198,94,Electrical,Main circuit breaker needs inspection and replacement.,2025-12-22 22:24:04.568075,Completed,366,3.0,0.1285
538,420,9,Electrical,Need to install a new ceiling fan in the bedroom.,2025-11-30 22:24:04.568075,Completed,470,4.0,0.0354
539,135,22,Plumbing,Need help installing a new washing machine drain.,2025-08-06 22:24:04.568075,Completed,528,4.0,0.0153
540,26,95,Electrical,Wiring for the new smart TV setup.,2025-04-12 22:24:04.568075,Completed,700,5.0,0.0139
541,244,52,Plumbing,"Toilet is constantly running, wasting water.",2025-05-13 22:24:04.568075,Completed,652,5.0,0.0368
542,364,65,Plumbing,Shower drain is very slow and smells terrible.,2025-11-07 22:24:04.568075,Completed,386,5.0,0.0154
543,120,21,Electrical,Need to install a new ceiling fan in the bedroom.,2025-07-21 22:24:04.568075,Completed,1026,5.0,0.0304
544,217,56,Plumbing,Shower drain is very slow and smells terrible.,2026-01-17 22:24:04.568075,Canceled,0,,0.0162
545,206,91,Plumbing,"Need the water heater replaced, it's rusty and old.",2026-01-28 22:24:04.568075,Canceled,0,,0.0441
546,386,63,Plumbing,The toilet won't flush properly.,2025-07-05 22:24:04.568075,Canceled,0,,0.4051
547,475,40,Electrical,Half the lights in the apartment went out suddenly.,2025-06-16 22:24:04.568075,Completed,1002,4.0,0.3145
548,348,91,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-12-10 22:24:04.568075,Completed,612,4.0,0.0482
549,196,44,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-10-18 22:24:04.568075,Completed,843,5.0,0.1171
550,459,84,Plumbing,My kitchen sink is leaking continuously.,2026-02-20 22:24:04.568075,Canceled,0,,0.1276
551,300,79,Carpentry,Need custom shelves built for the living room.,2025-05-28 22:24:04.568075,Canceled,0,,0.1049
552,348,91,Plumbing,Shower drain is very slow and smells terrible.,2026-03-03 22:24:04.568075,Canceled,0,,0.0482
553,411,40,Electrical,Sparking sound coming from the wall outlet.,2025-04-29 22:24:04.568075,Completed,668,5.0,0.0324
554,102,44,Plumbing,"Bathroom pipe burst, flooding the floor!",2026-03-12 22:24:04.568075,Completed,843,5.0,0.4002
555,373,38,Plumbing,"Need the water heater replaced, it's rusty and old.",2026-01-13 22:24:04.568075,Completed,507,3.0,0.0221
556,418,3,Plumbing,My kitchen sink is leaking continuously.,2025-05-08 22:24:04.568075,Canceled,0,,0.0172
557,164,44,Plumbing,"Toilet is constantly running, wasting water.",2025-04-23 22:24:04.568075,Canceled,0,,0.4041
558,303,30,Plumbing,Need help installing a new washing machine drain.,2025-09-03 22:24:04.568075,Completed,584,4.0,0.0141
559,429,95,Electrical,Need to install a new ceiling fan in the bedroom.,2026-01-05 22:24:04.568075,Completed,700,4.0,0.0297
560,224,30,Plumbing,"Toilet is constantly running, wasting water.",2026-03-06 22:24:04.568075,Canceled,0,,0.3065
561,213,93,Electrical,Half the lights in the apartment went out suddenly.,2025-11-12 22:24:04.568075,Completed,915,4.0,0.3901
562,351,80,Electrical,Half the lights in the apartment went out suddenly.,2025-11-02 22:24:04.568075,Completed,738,4.0,0.007
563,126,1,Carpentry,New office desk needs professional assembly.,2025-07-03 22:24:04.568075,Completed,208,4.0,0.0278
564,479,2,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-08-09 22:24:04.568075,Completed,1191,5.0,0.0395
565,194,77,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-09-28 22:24:04.568075,Completed,486,4.0,0.0409
566,190,43,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-03-15 22:24:04.568075,Completed,306,3.0,0.0132
567,365,7,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-05-09 22:24:04.568075,Completed,932,5.0,0.0248
568,178,80,Electrical,Half the lights in the apartment went out suddenly.,2026-01-19 22:24:04.568075,Completed,492,3.0,0.3312
569,13,32,Electrical,Main circuit breaker needs inspection and replacement.,2025-03-26 22:24:04.568075,Completed,513,3.0,0.0354
570,346,57,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-10-24 22:24:04.568075,Canceled,0,,0.1366
571,266,35,Plumbing,The kitchen drain is clogged and water backs up.,2025-05-06 22:24:04.568075,Completed,443,5.0,0.0406
572,254,72,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-08-22 22:24:04.568075,Completed,258,3.0,0.3136
573,285,29,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-05-29 22:24:04.568075,Completed,512,4.0,0.0407
574,355,13,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-01-28 22:24:04.568075,Completed,777,5.0,0.0233
575,487,39,Plumbing,The kitchen drain is clogged and water backs up.,2025-06-07 22:24:04.568075,Canceled,0,,0.0189
576,266,35,Plumbing,The toilet won't flush properly.,2025-05-12 22:24:04.568075,Completed,443,5.0,0.0406
577,31,28,Plumbing,The kitchen drain is clogged and water backs up.,2025-10-27 22:24:04.568075,Completed,118,4.0,0.0289
578,159,85,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-07-26 22:24:04.568075,Canceled,0,,0.0097
579,427,62,Plumbing,The water heater is making strange noises and water is cold.,2026-01-23 22:24:04.568075,Completed,963,5.0,0.0952
580,57,5,Plumbing,Dishwasher water line needs professional installation.,2025-08-14 22:24:04.568075,Canceled,0,,0.1465
581,32,25,Carpentry,The bedroom door is stuck and won't close.,2026-02-22 22:24:04.568075,Canceled,0,,0.019
582,397,46,Plumbing,The water heater is making strange noises and water is cold.,2025-04-18 22:24:04.568075,Completed,726,5.0,0.0313
583,14,66,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-12-02 22:24:04.568075,Completed,562,3.0,0.3274
584,446,51,Electrical,Need smart home wiring for lights and thermostat.,2025-03-28 22:24:04.568075,Completed,330,2.0,0.4285
585,490,78,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-05-28 22:24:04.568075,Canceled,0,,0.0295
586,475,67,Electrical,Sparking sound coming from the wall outlet.,2026-03-06 22:24:04.568075,Completed,832,5.0,0.0204
587,240,80,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-04-28 22:24:04.568075,Canceled,0,,0.0185
588,402,95,Electrical,Half the lights in the apartment went out suddenly.,2025-07-10 22:24:04.568075,Completed,700,5.0,0.0175
589,36,72,Carpentry,The bedroom door is stuck and won't close.,2025-10-11 22:24:04.568075,Canceled,0,,0.3222
590,331,45,Electrical,Wiring for the new smart TV setup.,2025-10-20 22:24:04.568075,Completed,744,4.0,0.0224
591,240,21,Electrical,Sparking sound coming from the wall outlet.,2025-05-03 22:24:04.568075,Canceled,0,,0.3839
592,452,60,Plumbing,Need help installing a new washing machine drain.,2025-05-03 22:24:04.568075,Completed,228,3.0,0.042
593,47,41,Electrical,Need to install a new ceiling fan in the bedroom.,2025-06-09 22:24:04.568075,Canceled,0,,0.0188
594,359,44,Plumbing,Need help installing a new washing machine drain.,2025-07-22 22:24:04.568075,Completed,562,4.0,0.0241
595,312,10,Plumbing,My kitchen sink is leaking continuously.,2025-05-20 22:24:04.568075,Completed,447,3.0,0.4312
596,328,96,Carpentry,New office desk needs professional assembly.,2026-02-26 22:24:04.568075,Completed,269,4.0,0.0272
597,209,17,Plumbing,The kitchen drain is clogged and water backs up.,2025-06-13 22:24:04.568075,Canceled,0,,0.0326
598,82,73,Electrical,Wall outlet stopped working and smells like burning.,2025-12-14 22:24:04.568075,Canceled,0,,0.0338
599,322,35,Plumbing,Need help installing a new washing machine drain.,2025-06-15 22:24:04.568075,Completed,886,5.0,0.0225
600,194,77,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-04-06 22:24:04.568075,Completed,729,3.0,0.0409
601,474,92,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-08-08 22:24:04.568075,Canceled,0,,0.4142
602,347,24,Plumbing,Need help installing a new washing machine drain.,2025-04-19 22:24:04.568075,Completed,718,3.0,0.3279
603,174,34,Carpentry,New office desk needs professional assembly.,2025-06-15 22:24:04.568075,Canceled,0,,0.4098
604,231,93,Electrical,Ceiling fan is wobbling dangerously and making noise.,2026-03-02 22:24:04.568075,Canceled,0,,0.39
605,278,30,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-04-13 22:24:04.568075,Completed,876,4.0,0.3802
606,39,86,Plumbing,My kitchen sink is leaking continuously.,2025-06-21 22:24:04.568075,Completed,720,4.0,0.0387
607,51,47,Carpentry,The bedroom door is stuck and won't close.,2026-02-20 22:24:04.568075,Completed,808,4.0,0.44
608,214,26,Plumbing,The toilet won't flush properly.,2025-09-01 22:24:04.568075,Completed,238,4.0,0.3941
609,4,91,Plumbing,The water heater is making strange noises and water is cold.,2026-03-01 22:24:04.568075,Completed,612,5.0,0.0431
610,248,61,Electrical,Half the lights in the apartment went out suddenly.,2025-04-26 22:24:04.568075,Canceled,0,,0.2773
611,147,12,Plumbing,"Toilet is constantly running, wasting water.",2025-08-28 22:24:04.568075,Completed,746,4.0,0.0288
612,213,93,Electrical,Ceiling fan is wobbling dangerously and making noise.,2026-01-04 22:24:04.568075,Completed,305,4.0,0.3901
613,358,29,Electrical,Need to install a new ceiling fan in the bedroom.,2025-11-29 22:24:04.568075,Completed,256,4.0,0.0261
614,394,62,Plumbing,Shower drain is very slow and smells terrible.,2025-07-25 22:24:04.568075,Completed,321,5.0,0.0178
615,10,95,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-02-10 22:24:04.568075,Completed,1050,5.0,0.0336
616,419,24,Plumbing,My kitchen sink is leaking continuously.,2025-03-22 22:24:04.568075,Canceled,0,,0.0343
617,260,3,Plumbing,The toilet won't flush properly.,2025-08-26 22:24:04.568075,Canceled,0,,0.022
618,136,54,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-10-22 22:24:04.568075,Completed,430,4.0,0.0526
619,96,6,Carpentry,New office desk needs professional assembly.,2025-06-02 22:24:04.568075,Canceled,0,,0.1603
620,460,56,Plumbing,The water heater is making strange noises and water is cold.,2025-12-13 22:24:04.568075,Completed,318,3.0,0.0285
621,491,8,Plumbing,The toilet won't flush properly.,2025-05-04 22:24:04.568075,Completed,512,4.0,0.0129
622,479,2,Electrical,Need smart home wiring for lights and thermostat.,2026-01-19 22:24:04.568075,Completed,794,5.0,0.0395
623,411,40,Electrical,Need smart home wiring for lights and thermostat.,2025-07-21 22:24:04.568075,Canceled,0,,0.0324
624,47,41,Electrical,Need to install a new ceiling fan in the bedroom.,2025-10-09 22:24:04.568075,Canceled,0,,0.0188
625,294,80,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-04-29 22:24:04.568075,Completed,246,4.0,0.399
626,129,30,Plumbing,Shower drain is very slow and smells terrible.,2025-11-15 22:24:04.568075,Completed,292,5.0,0.0223
627,233,21,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-07-06 22:24:04.568075,Completed,1026,5.0,0.0375
628,486,88,Electrical,Wall outlet stopped working and smells like burning.,2025-05-07 22:24:04.568075,Canceled,0,,0.135
629,56,46,Plumbing,The kitchen drain is clogged and water backs up.,2025-08-24 22:24:04.568075,Canceled,0,,0.0269
630,327,31,Carpentry,Antique wooden table has cracks and needs restoration.,2025-09-05 22:24:04.568075,Completed,591,4.0,0.303
631,295,78,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-09-20 22:24:04.568075,Completed,1002,5.0,0.035
632,10,52,Plumbing,The toilet won't flush properly.,2025-04-06 22:24:04.568075,Completed,652,5.0,0.0468
633,292,71,Electrical,Sparking sound coming from the wall outlet.,2025-12-31 22:24:04.568075,Canceled,0,,0.1131
634,157,27,Carpentry,Fixing a broken leg on the dining table.,2025-06-01 22:24:04.568075,Completed,898,5.0,0.4003
635,42,30,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-07-13 22:24:04.568075,Completed,876,4.0,0.325
636,251,68,Plumbing,The kitchen drain is clogged and water backs up.,2026-03-08 22:24:04.568075,Completed,181,4.0,0.0033
637,457,6,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-08-01 22:24:04.568075,Canceled,0,,0.1445
638,100,36,Carpentry,"Front door lock mechanism is jammed, door won't open.",2026-02-15 22:24:04.568075,Completed,215,4.0,0.3912
639,329,22,Plumbing,"Toilet is constantly running, wasting water.",2025-05-08 22:24:04.568075,Canceled,0,,0.0128
640,205,28,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-04-16 22:24:04.568075,Completed,354,3.0,0.1339
641,206,92,Plumbing,The kitchen drain is clogged and water backs up.,2025-10-29 22:24:04.568075,Canceled,0,,0.0106
642,262,85,Plumbing,The toilet won't flush properly.,2025-10-26 22:24:04.568075,Completed,536,4.0,0.022
643,284,26,Plumbing,The kitchen drain is clogged and water backs up.,2025-08-09 22:24:04.568075,Completed,476,4.0,0.1669
644,472,24,Plumbing,The water heater is making strange noises and water is cold.,2025-07-25 22:24:04.568075,Completed,1077,4.0,0.1264
645,304,24,Plumbing,The water heater is making strange noises and water is cold.,2025-11-22 22:24:04.568075,Completed,1077,5.0,0.0113
646,192,25,Carpentry,The bedroom door is stuck and won't close.,2025-12-16 22:24:04.568075,Completed,185,4.0,0.0239
647,146,92,Plumbing,Shower drain is very slow and smells terrible.,2025-03-31 22:24:04.568075,Canceled,0,,0.047
648,182,21,Electrical,Sparking sound coming from the wall outlet.,2025-11-25 22:24:04.568075,Completed,1026,5.0,0.0506
649,483,10,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-12-04 22:24:04.568075,Canceled,0,,0.0291
650,432,10,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-09-01 22:24:04.568075,Completed,447,2.0,0.3215
651,209,66,Carpentry,Antique wooden table has cracks and needs restoration.,2025-08-12 22:24:04.568075,Completed,843,4.0,0.0362
652,407,13,Electrical,Half the lights in the apartment went out suddenly.,2026-01-15 22:24:04.568075,Completed,777,4.0,0.0362
653,334,4,Electrical,Main circuit breaker needs inspection and replacement.,2025-05-12 22:24:04.568075,Canceled,0,,0.0544
654,469,37,Electrical,Main circuit breaker needs inspection and replacement.,2025-04-19 22:24:04.568075,Completed,840,4.0,0.006
655,193,36,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-10-06 22:24:04.568075,Completed,430,4.0,0.0275
656,338,40,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-06-18 22:24:04.568075,Canceled,0,,0.042
657,164,46,Plumbing,The kitchen drain is clogged and water backs up.,2026-03-14 22:24:04.568075,Canceled,0,,0.031
658,25,51,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-04-05 22:24:04.568075,Canceled,0,,0.0344
659,137,59,Electrical,Ceiling fan is wobbling dangerously and making noise.,2026-01-04 22:24:04.568075,Canceled,0,,0.3671
660,360,76,Electrical,Main circuit breaker needs inspection and replacement.,2025-11-29 22:24:04.568075,Canceled,0,,0.3236
661,173,75,Plumbing,Need help installing a new washing machine drain.,2026-01-24 22:24:04.568075,Completed,422,4.0,0.0931
662,226,17,Plumbing,Shower drain is very slow and smells terrible.,2025-09-07 22:24:04.568075,Completed,124,2.0,0.3665
663,53,81,Electrical,Need smart home wiring for lights and thermostat.,2025-06-20 22:24:04.568075,Completed,544,4.0,0.0515
664,15,65,Plumbing,"Need the water heater replaced, it's rusty and old.",2026-03-17 22:24:04.568075,Completed,579,4.0,0.0192
665,349,58,Carpentry,Need custom shelves built for the living room.,2025-12-16 22:24:04.568075,Canceled,0,,0.0128
666,252,66,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-09-29 22:24:04.568075,Canceled,0,,0.3182
667,345,15,Electrical,Sparking sound coming from the wall outlet.,2025-09-03 22:24:04.568075,Completed,530,4.0,0.0059
668,89,98,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-10-31 22:24:04.568075,Canceled,0,,0.0255
669,194,5,Plumbing,"Toilet is constantly running, wasting water.",2026-03-12 22:24:04.568075,Completed,524,4.0,0.0287
670,337,65,Plumbing,Dishwasher water line needs professional installation.,2025-07-14 22:24:04.568075,Canceled,0,,0.0087
671,262,17,Plumbing,Dishwasher water line needs professional installation.,2025-08-19 22:24:04.568075,Completed,248,3.0,0.3064
672,45,37,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-03-16 22:24:04.568075,Completed,630,5.0,0.0256
673,371,65,Plumbing,Dishwasher water line needs professional installation.,2026-01-06 22:24:04.568075,Completed,386,4.0,0.016
674,77,24,Plumbing,My kitchen sink is leaking continuously.,2026-01-29 22:24:04.568075,Canceled,0,,0.1566
675,249,24,Plumbing,Shower drain is very slow and smells terrible.,2025-12-01 22:24:04.568075,Completed,359,5.0,0.0089
676,208,10,Plumbing,The kitchen drain is clogged and water backs up.,2025-09-15 22:24:04.568075,Completed,149,2.0,0.3371
677,166,46,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-05-06 22:24:04.568075,Completed,726,4.0,0.0372
678,453,43,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-07-27 22:24:04.568075,Completed,102,3.0,0.0243
679,339,89,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-03-22 22:24:04.568075,Completed,258,3.0,0.4126
680,436,44,Plumbing,My kitchen sink is leaking continuously.,2025-10-19 22:24:04.568075,Canceled,0,,0.4031
681,338,19,Carpentry,New office desk needs professional assembly.,2025-09-30 22:24:04.568075,Completed,383,5.0,0.0554
682,470,70,Electrical,Need to rewire the living room for extra outlets.,2026-01-11 22:24:04.568075,Canceled,0,,0.3183
683,202,99,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-04-08 22:24:04.568075,Canceled,0,,0.1092
684,247,63,Plumbing,The water heater is making strange noises and water is cold.,2025-04-28 22:24:04.568075,Canceled,0,,0.0231
685,110,35,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-05-08 22:24:04.568075,Completed,886,5.0,0.0082
686,118,54,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-11-24 22:24:04.568075,Completed,430,4.0,0.1161
687,472,24,Plumbing,My kitchen sink is leaking continuously.,2025-06-10 22:24:04.568075,Completed,1077,5.0,0.1264
688,129,30,Plumbing,My kitchen sink is leaking continuously.,2025-10-17 22:24:04.568075,Canceled,0,,0.0223
689,167,44,Plumbing,Need help installing a new washing machine drain.,2025-08-04 22:24:04.568075,Completed,562,4.0,0.0354
690,445,30,Plumbing,The water heater is making strange noises and water is cold.,2025-10-09 22:24:04.568075,Completed,584,5.0,0.3081
691,264,39,Plumbing,Dishwasher water line needs professional installation.,2025-11-28 22:24:04.568075,Canceled,0,,0.3256
692,253,89,Carpentry,Need custom shelves built for the living room.,2025-05-05 22:24:04.568075,Completed,258,4.0,0.0283
693,135,92,Plumbing,The water heater is making strange noises and water is cold.,2025-05-10 22:24:04.568075,Completed,645,5.0,0.0196
694,117,45,Electrical,Half the lights in the apartment went out suddenly.,2025-05-02 22:24:04.568075,Completed,744,4.0,0.0345
695,352,19,Carpentry,New office desk needs professional assembly.,2025-11-27 22:24:04.568075,Completed,383,4.0,0.2941
696,19,32,Electrical,Need to install a new ceiling fan in the bedroom.,2025-06-24 22:24:04.568075,Completed,342,3.0,0.3258
697,27,64,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-09-27 22:24:04.568075,Canceled,0,,0.4252
698,360,29,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-11-15 22:24:04.568075,Completed,384,3.0,0.0191
699,180,29,Electrical,Need to install a new ceiling fan in the bedroom.,2025-04-22 22:24:04.568075,Completed,128,4.0,0.0326
700,107,44,Plumbing,The kitchen drain is clogged and water backs up.,2025-05-04 22:24:04.568075,Completed,562,5.0,0.1348
701,118,19,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-07-16 22:24:04.568075,Completed,766,4.0,0.3134
702,176,48,Plumbing,Need help installing a new washing machine drain.,2025-12-14 22:24:04.568075,Completed,1146,5.0,0.0321
703,480,52,Plumbing,The toilet won't flush properly.,2026-03-08 22:24:04.568075,Canceled,0,,0.1149
704,272,57,Plumbing,"Toilet is constantly running, wasting water.",2025-08-22 22:24:04.568075,Completed,279,4.0,0.047
705,338,19,Carpentry,"Front door lock mechanism is jammed, door won't open.",2026-01-08 22:24:04.568075,Completed,766,4.0,0.0554
706,20,78,Electrical,Need smart home wiring for lights and thermostat.,2025-11-06 22:24:04.568075,Completed,1002,4.0,0.0349
707,403,4,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-06-28 22:24:04.568075,Completed,645,4.0,0.042
708,479,2,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-10-30 22:24:04.568075,Canceled,0,,0.0395
709,472,75,Plumbing,Shower drain is very slow and smells terrible.,2025-08-01 22:24:04.568075,Completed,422,4.0,0.0265
710,255,84,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-04-25 22:24:04.568075,Canceled,0,,0.4104
711,405,88,Electrical,Need to rewire the living room for extra outlets.,2025-12-13 22:24:04.568075,Completed,1737,4.0,0.0953
712,312,33,Plumbing,"Toilet is constantly running, wasting water.",2025-03-28 22:24:04.568075,Canceled,0,,0.0156
713,249,49,Plumbing,Dishwasher water line needs professional installation.,2025-05-18 22:24:04.568075,Canceled,0,,0.141
714,197,60,Plumbing,The toilet won't flush properly.,2026-01-14 22:24:04.568075,Completed,228,2.0,0.1438
715,159,24,Plumbing,"Bathroom pipe burst, flooding the floor!",2026-01-04 22:24:04.568075,Canceled,0,,0.0182
716,99,53,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-09-14 22:24:04.568075,Completed,668,5.0,0.0154
717,15,21,Electrical,Sparking sound coming from the wall outlet.,2026-01-08 22:24:04.568075,Completed,1026,4.0,0.3812
718,147,12,Plumbing,Dishwasher water line needs professional installation.,2026-01-27 22:24:04.568075,Completed,746,4.0,0.0288
719,401,37,Electrical,Sparking sound coming from the wall outlet.,2025-09-07 22:24:04.568075,Completed,630,4.0,0.0284
720,144,41,Electrical,Main circuit breaker needs inspection and replacement.,2025-08-06 22:24:04.568075,Completed,1254,4.0,0.1369
721,250,71,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-08-24 22:24:04.568075,Completed,386,3.0,0.1043
722,268,60,Plumbing,The water heater is making strange noises and water is cold.,2026-03-07 22:24:04.568075,Canceled,0,,0.0311
723,203,19,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-07-16 22:24:04.568075,Canceled,0,,0.0413
724,74,95,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-09-02 22:24:04.568075,Completed,1050,5.0,0.0336
725,126,19,Carpentry,Kitchen cabinet hinges are broken.,2025-11-03 22:24:04.568075,Completed,383,4.0,0.2966
726,231,67,Electrical,Main circuit breaker needs inspection and replacement.,2025-12-11 22:24:04.568075,Completed,1248,5.0,0.1272
727,62,69,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-12-10 22:24:04.568075,Canceled,0,,0.3944
728,72,59,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-10-14 22:24:04.568075,Completed,630,3.0,0.3541
729,21,49,Plumbing,The kitchen drain is clogged and water backs up.,2025-12-15 22:24:04.568075,Canceled,0,,0.1202
730,378,20,Carpentry,Antique wooden table has cracks and needs restoration.,2025-07-02 22:24:04.568075,Completed,666,5.0,0.0241
731,477,52,Plumbing,My kitchen sink is leaking continuously.,2025-07-01 22:24:04.568075,Completed,652,5.0,0.0373
732,463,64,Carpentry,Kitchen cabinet hinges are broken.,2025-10-11 22:24:04.568075,Completed,189,5.0,0.1286
733,417,36,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-11-27 22:24:04.568075,Completed,215,4.0,0.0116
734,492,85,Plumbing,Dishwasher water line needs professional installation.,2025-11-19 22:24:04.568075,Completed,536,3.0,0.3066
735,298,100,Electrical,Need smart home wiring for lights and thermostat.,2025-08-01 22:24:04.568075,Completed,388,5.0,0.039
736,300,3,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-06-13 22:24:04.568075,Completed,206,3.0,0.0491
737,65,63,Plumbing,Dishwasher water line needs professional installation.,2025-07-15 22:24:04.568075,Completed,958,5.0,0.033
738,399,15,Electrical,Main circuit breaker needs inspection and replacement.,2025-04-01 22:24:04.568075,Completed,795,3.0,0.308
739,41,41,Electrical,Half the lights in the apartment went out suddenly.,2025-03-26 22:24:04.568075,Completed,1254,5.0,0.0145
740,16,33,Plumbing,Shower drain is very slow and smells terrible.,2026-03-20 22:24:04.568075,Canceled,0,,0.0278
741,297,85,Plumbing,The water heater is making strange noises and water is cold.,2025-09-16 22:24:04.568075,Completed,804,4.0,0.0286
742,213,93,Electrical,Wall outlet stopped working and smells like burning.,2026-02-04 22:24:04.568075,Completed,610,4.0,0.3901
743,385,34,Carpentry,Assembling a new IKEA wardrobe.,2026-02-24 22:24:04.568075,Completed,320,5.0,0.0173
744,288,33,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-08-13 22:24:04.568075,Completed,534,3.0,0.021
745,372,83,Plumbing,The water heater is making strange noises and water is cold.,2025-11-23 22:24:04.568075,Canceled,0,,0.0264
746,157,88,Electrical,Need to rewire the living room for extra outlets.,2025-08-02 22:24:04.568075,Completed,1737,5.0,0.0242
747,25,17,Plumbing,The water heater is making strange noises and water is cold.,2025-07-23 22:24:04.568075,Completed,372,3.0,0.0343
748,196,84,Plumbing,My kitchen sink is leaking continuously.,2026-01-23 22:24:04.568075,Canceled,0,,0.1288
749,232,71,Electrical,Sparking sound coming from the wall outlet.,2026-03-05 22:24:04.568075,Canceled,0,,0.4055
750,88,18,Carpentry,Need custom shelves built for the living room.,2025-08-01 22:24:04.568075,Completed,532,4.0,0.0214
751,301,24,Plumbing,The toilet won't flush properly.,2025-06-27 22:24:04.568075,Completed,718,5.0,0.0347
752,237,16,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-11-20 22:24:04.568075,Completed,269,3.0,0.1262
753,253,89,Carpentry,"Bathroom cabinet door fell off, need repair.",2026-01-01 22:24:04.568075,Canceled,0,,0.0283
754,153,61,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-08-01 22:24:04.568075,Completed,1737,4.0,0.1355
755,90,70,Electrical,Wiring for the new smart TV setup.,2025-06-23 22:24:04.568075,Canceled,0,,0.3238
756,100,6,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-08-26 22:24:04.568075,Completed,168,3.0,0.0149
757,191,76,Electrical,Sparking sound coming from the wall outlet.,2025-09-07 22:24:04.568075,Canceled,0,,0.0342
758,94,7,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-05-21 22:24:04.568075,Completed,466,4.0,0.2958
759,273,19,Carpentry,New office desk needs professional assembly.,2025-05-22 22:24:04.568075,Completed,383,5.0,0.0501
760,385,37,Electrical,Sparking sound coming from the wall outlet.,2025-06-07 22:24:04.568075,Completed,420,4.0,0.1087
761,485,3,Plumbing,The kitchen drain is clogged and water backs up.,2025-09-13 22:24:04.568075,Canceled,0,,0.0218
762,432,89,Carpentry,Assembling a new IKEA wardrobe.,2025-11-11 22:24:04.568075,Canceled,0,,0.1498
763,153,61,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-02-08 22:24:04.568075,Completed,1737,5.0,0.1355
764,246,12,Plumbing,The kitchen drain is clogged and water backs up.,2025-11-08 22:24:04.568075,Completed,373,5.0,0.0284
765,389,92,Plumbing,The water heater is making strange noises and water is cold.,2026-01-11 22:24:04.568075,Completed,645,4.0,0.3603
766,330,63,Plumbing,The kitchen drain is clogged and water backs up.,2025-05-06 22:24:04.568075,Completed,958,4.0,0.0327
767,307,43,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-02-09 22:24:04.568075,Canceled,0,,0.0211
768,372,41,Electrical,Sparking sound coming from the wall outlet.,2025-10-04 22:24:04.568075,Completed,1254,4.0,0.4136
769,335,3,Plumbing,My kitchen sink is leaking continuously.,2025-09-29 22:24:04.568075,Completed,206,3.0,0.0162
